"el_to"
"http://www.sciencedirect.com/science/article/pii/S0048733310001563"
"http://www.create.ac.uk/publications/determinants-and-welfare-implications-of-unlawful-file-sharing-a-scoping-review/"
"http://papers.ssrn.com/sol3/JELJOUR_Results.cfm?form_name=journalbrowse&journal_id=1649836"
"https://zenodo.org/record/14975/files/CREATe-Working-Paper-2015-01.pdf"
"http://mpra.ub.uni-muenchen.de/45772/1/MPRA_paper_45772.pdf"
"http://online.liebertpub.com/doi/abs/10.1089/cpb.2007.0048"
"http://www.hadopi.fr/download/HADOPI_T0_version_long.pdf"
"https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/310326/ipresearch-iprights-full-201107.pdf"
"http://link.springer.com/article/10.1007/s10603-005-8489-5"
"http://www.ncbi.nlm.nih.gov/pubmed/17711360"
"http://www.tandfonline.com/doi/abs/10.1080/08997760802300530"
"http://www.emeraldinsight.com/doi/abs/10.1108/03090560810903637"
"https://ustr.gov/sites/default/files/2015-Special-301-Report-FINAL.pdf"
"http://link.springer.com/article/10.1007/s11151-007-9141-0"
"http://apo.org.au/files/Resource/copyrightexceptionsforprivatecopyingofphotographsandfilmsreviewofsections47jand110aaofthecopyrightact1968.pdf"
"http://www.alrc.gov.au/sites/default/files/pdfs/publications/final_report_alrc_122_2nd_december_2013_.pdf"
"http://ec.europa.eu/internal_market/copyright/docs/management/study-collectivemgmt_en.pdf"
"http://ec.europa.eu/internal_market/copyright/docs/studies/141219-study_en.pdf"
"http://ec.europa.eu/information_society/newsroom/cf/dae/document.cfm?action=display&doc_id=6421"
"http://www.hadopi.fr/download/HADOPI_T0_version_long.pdf"
"http://ssrn.com/abstract=1005564"
"http://stakeholders.ofcom.org.uk/binaries/research/telecoms-research/filesharing/gfk.pdf"
"http://stakeholders.ofcom.org.uk/binaries/research/telecoms-research/online-copyright/Kantar-Media.pdf"
"https://ustr.gov/sites/default/files/2015-Special-301-Report-FINAL.pdf"
"http://ec.europa.eu/internal_market/copyright/docs/studies/etd2002b53001e34_en.pdf"
"http://www"
"http://web.archive.org/web/20101206161639/http://www.copyright.org.au/admin/cms-acc1/_images/13730910374c97f6ba497bf.pdf"
"http://www.copyright.org.au/acc_prod/ACC/Research_Papers/The_Economic_Contribution_of_Australia_s_Copyright_Industries_2002-2014.aspx"
"https://www.gov.uk/government/publications/orphan-works-in-the-uk-and-overseas"
